,name,nationality,position,club,age,tackles_attemped,tackles_won,def_3rd_tackles,mid_3rd_tackles,off_3rd_tackles,dribbler_tackles_won,dribbler_tackles_attempted,dribber_tackles_success_rate,dribber_tackles_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_and_interceptions,clearances,errors_leading_to_shots,tackles_attemped_per_90,tackles_won_per_90,def_3rd_tackles_per_90,mid_3rd_tackles_per_90,off_3rd_tackles_per_90,dribbler_tackles_won_per_90,dribbler_tackles_attempted_per_90,dribber_tackles_lost_per_90,blocks_per_90,shots_blocked_per_90,passes_blocked_per_90,interceptions_per_90,tackles_and_interceptions_per_90,clearances_per_90,errors_leading_to_shots_per_90
566,Beñat Turrientes,ESP,MF,Real Sociedad,22.0,15,6,4,10,1,4,15,26.7,11,15,3,12,5,20,14,1,1.43,0.57,0.38,0.95,0.1,0.38,1.43,1.05,1.43,0.29,1.14,0.48,1.9,1.33,0.1
567,Christantus Uche,NGA,"FW,MF",Getafe,21.0,35,21,8,19,8,9,20,45.0,11,20,2,18,10,45,19,0,1.27,0.76,0.29,0.69,0.29,0.33,0.72,0.4,0.72,0.07,0.65,0.36,1.63,0.69,0.0
568,Naci Ünüvar,NED,"MF,DF",Espanyol,21.0,2,2,1,1,0,1,2,50.0,1,0,0,0,0,2,0,0,6.67,6.67,3.33,3.33,0.0,3.33,6.67,3.33,0.0,0.0,0.0,0.0,6.67,0.0,0.0
569,Óscar Valentín,ESP,MF,Rayo Vallecano,29.0,55,41,21,20,14,33,76,43.4,43,36,8,28,21,76,51,2,2.7,2.01,1.03,0.98,0.69,1.62,3.73,2.11,1.76,0.39,1.37,1.03,3.73,2.5,0.1
570,Germán Valera,ESP,MF,Valencia,22.0,1,1,1,0,0,0,1,0.0,1,2,0,2,4,5,2,1,0.63,0.63,0.63,0.0,0.0,0.0,0.63,0.63,1.25,0.0,1.25,2.5,3.13,1.25,0.63
571,Martin Valjent,SVK,DF,Mallorca,28.0,30,21,22,7,1,15,25,60.0,10,32,21,11,18,48,195,1,0.98,0.68,0.72,0.23,0.03,0.49,0.81,0.33,1.04,0.68,0.36,0.59,1.56,6.35,0.03
572,Jesús Vallejo,ESP,DF,Real Madrid,27.0,0,0,0,0,0,0,0,,0,0,0,0,2,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.33,5.33,0.0
573,Federico Valverde,URU,"MF,DF",Real Madrid,26.0,50,30,22,23,5,29,43,67.4,14,38,8,30,55,105,52,1,1.48,0.89,0.65,0.68,0.15,0.86,1.28,0.42,1.13,0.24,0.89,1.63,3.12,1.54,0.03
574,Siebe Van Der Heyden,BEL,"DF,MF",Mallorca,26.0,1,1,0,1,0,0,0,,0,1,0,1,2,3,3,0,0.91,0.91,0.0,0.91,0.0,0.0,0.0,0.0,0.91,0.0,0.91,1.82,2.73,2.73,0.0
575,Ruben Vargas,SUI,"FW,MF",Sevilla,25.0,7,4,1,5,1,3,8,37.5,5,9,0,9,3,10,10,0,0.93,0.53,0.13,0.67,0.13,0.4,1.07,0.67,1.2,0.0,1.2,0.4,1.33,1.33,0.0
576,José Luis García Vayá,ESP,MF,Valencia,25.0,43,25,24,13,6,19,33,57.6,14,23,6,17,19,62,42,0,2.22,1.29,1.24,0.67,0.31,0.98,1.7,0.72,1.19,0.31,0.88,0.98,3.2,2.16,0.0
577,Jesus Vazquez,ESP,DF,Valencia,21.0,23,18,12,9,2,10,19,52.6,9,16,5,11,10,33,30,0,2.25,1.76,1.18,0.88,0.2,0.98,1.86,0.88,1.57,0.49,1.08,0.98,3.24,2.94,0.0
578,Lucas Vázquez,ESP,DF,Real Madrid,33.0,58,34,33,17,8,27,48,56.3,21,24,6,18,17,75,35,1,2.39,1.4,1.36,0.7,0.33,1.11,1.98,0.86,0.99,0.25,0.74,0.7,3.09,1.44,0.04
579,Alejo Véliz,ARG,FW,Espanyol,20.0,1,1,0,1,0,1,7,14.3,6,12,2,10,4,5,23,1,0.08,0.08,0.0,0.08,0.0,0.08,0.56,0.48,0.96,0.16,0.8,0.32,0.4,1.84,0.08
580,Mikel Vesga,ESP,MF,Athletic Club,31.0,22,15,7,13,2,12,28,42.9,16,10,1,9,15,37,26,0,2.0,1.36,0.64,1.18,0.18,1.09,2.55,1.45,0.91,0.09,0.82,1.36,3.36,2.36,0.0
581,Carlos Vicente,ESP,"FW,MF",Alavés,25.0,47,31,26,11,10,25,64,39.1,39,34,2,32,14,61,40,0,1.37,0.9,0.76,0.32,0.29,0.73,1.86,1.13,0.99,0.06,0.93,0.41,1.77,1.16,0.0
582,Pau Victor,ESP,FW,Barcelona,22.0,3,1,0,2,1,0,3,0.0,3,6,1,5,2,5,5,0,0.86,0.29,0.0,0.57,0.29,0.0,0.86,0.86,1.71,0.29,1.43,0.57,1.43,1.43,0.0
583,Nacho Vidal,ESP,DF,Osasuna,29.0,2,0,0,1,1,1,4,25.0,3,1,0,1,0,2,6,0,1.43,0.0,0.0,0.71,0.71,0.71,2.86,2.14,0.71,0.0,0.71,0.0,1.43,4.29,0.0
584,Fran Vieites,ESP,GK,Betis,25.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0
585,Sergio Viera,ESP,MF,Las Palmas,19.0,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,1,0,0.91,0.91,0.0,0.91,0.0,0.0,0.91,0.91,0.91,0.0,0.91,0.91,1.82,0.91,0.0
586,Asier Villalibre,ESP,FW,Alavés,26.0,2,2,0,1,1,1,2,50.0,1,1,0,1,1,3,7,0,0.54,0.54,0.0,0.27,0.27,0.27,0.54,0.27,0.27,0.0,0.27,0.27,0.81,1.89,0.0
587,Iván Villar,ESP,GK,Celta Vigo,27.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
588,Viti,ESP,DF,Las Palmas,26.0,71,46,43,21,7,31,45,68.9,14,28,7,21,27,98,61,0,3.23,2.09,1.95,0.95,0.32,1.41,2.05,0.64,1.27,0.32,0.95,1.23,4.45,2.77,0.0
589,Daniel Vivian,ESP,DF,Athletic Club,25.0,40,26,23,14,3,21,32,65.6,11,26,10,16,47,87,152,2,1.38,0.9,0.79,0.48,0.1,0.72,1.1,0.38,0.9,0.34,0.55,1.62,3.0,5.24,0.07
590,Krapyvtsov Vladyslav,UKR,GK,Girona,19.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
591,Iñaki Williams,GHA,FW,Athletic Club,30.0,17,10,4,8,5,12,23,52.2,11,34,5,29,12,29,32,0,0.58,0.34,0.14,0.27,0.17,0.41,0.78,0.37,1.15,0.17,0.98,0.41,0.98,1.08,0.0
592,Nico Williams,ESP,FW,Athletic Club,22.0,28,18,10,11,7,11,32,34.4,21,20,1,19,7,35,9,0,1.26,0.81,0.45,0.5,0.32,0.5,1.44,0.95,0.9,0.05,0.86,0.32,1.58,0.41,0.0
593,Axel Witsel,BEL,DF,Atlético Madrid,35.0,16,12,4,10,2,12,14,85.7,2,15,8,7,11,27,34,1,1.68,1.26,0.42,1.05,0.21,1.26,1.47,0.21,1.58,0.84,0.74,1.16,2.84,3.58,0.11
594,Lamine Yamal,ESP,FW,Barcelona,17.0,42,28,8,17,17,16,38,42.1,22,12,0,12,16,58,3,0,1.32,0.88,0.25,0.54,0.54,0.5,1.2,0.69,0.38,0.0,0.38,0.5,1.83,0.09,0.0
595,Daniel Yáñez,ESP,FW,Real Madrid,17.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,Bertuğ Yıldırım,TUR,FW,Getafe,22.0,10,5,0,7,3,2,7,28.6,5,13,2,11,1,11,16,0,0.83,0.42,0.0,0.58,0.25,0.17,0.58,0.42,1.08,0.17,0.92,0.08,0.92,1.33,0.0
597,Arsen Zakharyan,RUS,"MF,FW",Real Sociedad,21.0,1,1,1,0,0,1,1,100.0,0,1,1,0,1,2,0,0,1.25,1.25,1.25,0.0,0.0,1.25,1.25,0.0,1.25,1.25,0.0,1.25,2.5,0.0,0.0
598,Bryan Zaragoza,ESP,"FW,MF",Osasuna,23.0,13,9,8,4,1,6,21,28.6,15,10,0,10,4,17,8,0,0.64,0.44,0.39,0.2,0.05,0.29,1.03,0.74,0.49,0.0,0.49,0.2,0.83,0.39,0.0
599,Igor Zubeldia,ESP,DF,Real Sociedad,27.0,34,22,21,10,3,14,26,53.8,12,32,18,14,31,65,100,2,1.35,0.87,0.83,0.4,0.12,0.56,1.03,0.48,1.27,0.71,0.56,1.23,2.58,3.97,0.08
600,Martín Zubimendi,ESP,MF,Real Sociedad,25.0,73,37,31,29,13,28,44,63.6,16,42,16,26,44,117,79,3,2.22,1.12,0.94,0.88,0.4,0.85,1.34,0.49,1.28,0.49,0.79,1.34,3.56,2.4,0.09
