Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
308,Javier Llabrés,es ESP,FW,Mallorca,21,2002,0.6,0,0,0,0,1.67,1.67,6.67,0,0,0,0,0,5,1.67,0,100,Matches
309,Diego Llorente,es ESP,DF,Betis,30,1993,28,0.14,0,0,0.71,0.82,0,0.04,1.54,0.71,0,0.04,0.04,3.32,2.75,1.61,63.1,Matches
310,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,29,1995,27.9,0,0.04,0,0.82,0.9,0.14,2.22,0.97,1.86,0.04,0,0,4.7,0.54,0.54,50,Matches
311,Giovani Lo Celso,ar ARG,"MF,FW",Betis,28,1996,16.2,0.25,0,0,0.8,3.89,0,5.86,0.31,1.36,0,0,0,4.69,0.31,0.68,31.3,Matches
312,Enzo Loiodice,fr FRA,MF,Las Palmas,23,2000,7.6,0.39,0,0,1.32,0.79,0.13,1.32,1.32,0.92,0,0,0,3.82,0.92,1.05,46.7,Matches
313,David López,es ESP,DF,Mallorca,21,2003,1.9,0,0,0,0,0,0,0,0.53,1.05,0,0,0,1.05,1.05,2.63,28.6,Matches
314,David López,es ESP,DF,Girona,34,1989,27,0.15,0,0,0.44,0.56,0.04,0.11,0.52,0.89,0,0.04,0,3.52,1.11,1.07,50.8,Matches
315,Diego López,es ESP,"MF,FW",Valencia,22,2002,30.4,0.1,0,0,0.69,1.09,0.43,2.2,0.53,0.59,0.03,0.03,0,3.45,0.46,1.81,20.3,Matches
316,Fer López,,"FW,MF",Celta Vigo,,,7.5,0.27,0,0,1.73,1.07,0.27,0.27,0.27,0.67,0,0,0,3.33,0.27,1.2,18.2,Matches
317,Fermin López,es ESP,"MF,FW",Barcelona,21,2003,13.9,0.29,0.07,0,1.94,1.51,0.36,3.38,0.36,1.08,0,0,0,4.75,0.65,1.29,33.3,Matches
318,Javi López,es ESP,DF,Real Sociedad,22,2002,21.5,0.19,0,0,1.4,1.26,0.05,2.79,0.51,1.07,0,0,0,4.28,0.47,0.88,34.5,Matches
319,Pau López,es ESP,GK,Girona,29,1994,0.5,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,,Matches
320,Roberto López,es ESP,MF,Leganés,24,2000,4.4,0,0,0,0.23,0.68,0,5.45,0.23,1.36,0,0,0,6.36,0.23,1.14,16.7,Matches
321,Unai López,es ESP,MF,Rayo Vallecano,28,1995,19,0.47,0.05,0,0.95,1.11,0.05,1.74,1.11,1.11,0,0,0,6.16,0.53,0.95,35.7,Matches
322,Iker Losada,es ESP,"FW,MF",Celta Vigo,22,2001,4,0.5,0,0,0.75,0,0,1.25,0.25,0.75,0,0,0,2,0.5,1.75,22.2,Matches
323,Iker Losada,es ESP,"MF,FW",Betis,22,2001,3.7,0,0,0,0.27,0.54,0,1.08,0.81,1.89,0,0,0,5.14,0.81,1.08,42.9,Matches
324,Pol Lozano,es ESP,MF,Espanyol,24,1999,21.6,0.56,0,0,2.59,0.65,0,0.88,1.02,1.57,0,0,0,3.98,0.46,0.74,38.5,Matches
325,José Luis Gayà,es ESP,DF,Valencia,29,1995,20,0.35,0,0,1.4,0.7,0.15,4.2,1.25,2,0,0,0,4.65,0.5,0.55,47.6,Matches
326,Dodi Lukebakio,be BEL,FW,Sevilla,26,1997,34.4,0.09,0.03,0,1.13,1.6,0.78,3.6,0.32,0.41,0,0,0,3.49,0.52,0.61,46.2,Matches
327,Daniel Luna,co COL,MF,Mallorca,21,2003,0.2,0,0,0,0,5,0,15,0,0,0,0,0,10,0,0,,Matches
328,Andriy Lunin,ua UKR,GK,Real Madrid,25,1999,7,0,0,0,0,0.14,0,0,0,0,0,0,0,2,0.29,0,100,Matches
329,Darwin Machís,ve VEN,"MF,FW",Valladolid,31,1993,7.1,0,0,0,0.56,1.97,0.28,9.58,0.7,0.56,0,0,0,4.79,0.85,0.28,75,Matches
330,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,26.3,0.27,0,0,0.84,1.41,0.04,3.65,0.95,1.52,0,0,0,4.07,0.8,0.68,53.8,Matches
331,Jon Magunazelaia,es ESP,MF,Real Sociedad,23,2001,0.1,0,0,0,10,10,0,0,0,10,0,0,0,50,30,0,100,Matches
332,Giorgi Mamardashvili,ge GEO,GK,Valencia,23,2000,34,0.06,0,0,0.03,0.18,0,0,0.03,0.06,0,0.03,0,0.85,0.12,0.06,66.7,Matches
333,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,30,1994,10.5,0.38,0,0,1.81,1.71,0.1,0.76,1.52,1.05,0,0.1,0,4.95,0.95,1.33,41.7,Matches
334,Javier Manquillo,es ESP,DF,Celta Vigo,30,1994,5.7,0.18,0,0,1.58,0.18,0,0.53,1.23,0.88,0,0,0,3.16,0.88,1.4,38.5,Matches
335,Marcão,br BRA,DF,Sevilla,28,1996,6.1,0.98,0.16,0.16,1.48,1.64,0,0,1.15,1.15,0,0.16,0,4.43,2.3,0.82,73.7,Matches
336,Óscar de Marcos,es ESP,DF,Athletic Club,35,1989,17.4,0,0,0,0.92,0.29,0.06,3.16,0.92,0.86,0,0,0,5.11,0.46,0.69,40,Matches
337,Alberto Marí,es ESP,FW,Valencia,23,2001,0.1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,,Matches
338,José María Giménez,uy URU,DF,Atlético Madrid,29,1995,22.2,0.23,0,0,0.59,0.54,0,0,1.22,0.72,0,0,0.05,3.51,1.71,1.67,50.7,Matches
339,Arkaitz Mariezkurrena,es ESP,"FW,MF",Real Sociedad,19,2005,2.7,0.37,0,0,4.81,0.37,0,1.85,0.37,0,0,0,0,3.7,1.48,1.11,57.1,Matches
340,Pablo Marín,es ESP,MF,Real Sociedad,21,2003,13.8,0.22,0,0,1.38,1.16,0,0.87,0.36,1.23,0,0.07,0,4.49,1.3,1.88,40.9,Matches
341,Mika Mármol,es ESP,DF,Las Palmas,23,2001,26.7,0.19,0,0,1.24,0.3,0.11,2.13,1.42,1.09,0,0.04,0,2.92,1.05,0.79,57.1,Matches
342,Mario Maroto,es ESP,MF,Valladolid,20,2003,0.7,0,0,0,2.86,0,0,2.86,2.86,0,0,0,0,2.86,1.43,1.43,50,Matches
343,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,,Matches
344,Carlos Martín,es ESP,"FW,MF",Alavés,22,2002,14.8,0.2,0,0,2.16,1.89,0.41,1.62,0.34,1.42,0,0,0,3.72,1.01,1.28,44.1,Matches
345,Diego Martín,es ESP,FW,Las Palmas,20,2003,0.4,0,0,0,0,2.5,0,10,0,2.5,0,0,0,2.5,0,7.5,0,Matches
346,Gerard Martín,es ESP,DF,Barcelona,22,2002,11.5,0.17,0,0,1.22,0.78,0,3.13,1.13,0.87,0,0,0,3.65,1.22,0.52,70,Matches
347,Iván Martín,es ESP,MF,Girona,25,1999,22.7,0.04,0,0,0.93,0.62,0.18,0.93,0.48,0.84,0,0,0,4.85,0.18,0.79,18.2,Matches
348,Jon Martin,es ESP,DF,Real Sociedad,18,2006,10,0.2,0,0,2,0,0,0,0.7,0.9,0,0,0,2.2,5.3,0.9,85.5,Matches
349,Mario Martín,es ESP,MF,Valladolid,20,2004,19.4,0.41,0.15,0.05,2.58,2.27,0.05,0.57,1.08,1.65,0,0.05,0,4.28,1.6,1.75,47.7,Matches
350,Arnau Martinez,es ESP,"DF,MF",Girona,21,2003,29.2,0.1,0,0,0.68,1.27,0.07,1.99,1.06,0.96,0,0.03,0,4.28,0.99,0.75,56.9,Matches
351,Iñigo Martínez,es ESP,DF,Barcelona,33,1991,27.7,0.18,0,0,0.65,1.01,0,0.29,0.65,0.51,0.04,0,0,4.55,2.09,1.19,63.7,Matches
352,Javi Martínez,es ESP,MF,Osasuna,24,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
353,Ramón Martínez,es ESP,DF,Sevilla,21,2002,2.9,0,0,0,0.34,0.34,0,0,0.69,1.03,0,0,0,1.72,2.41,1.03,70,Matches
354,Toni Martínez,es ESP,FW,Alavés,27,1997,11.2,0.09,0,0,1.52,1.16,0.71,0.63,0.09,0.63,0,0.09,0,2.68,7.05,6.07,53.7,Matches
355,Javi Martón,es ESP,"FW,MF",Athletic Club,25,1999,0.6,1.67,0,0,1.67,0,1.67,0,0,0,0,0,0,3.33,3.33,1.67,66.7,Matches
356,Marvin,es ESP,"DF,FW",Las Palmas,24,2000,11.5,0.35,0,0,1.74,1.48,0,4.52,1.3,1.13,0,0.09,0,4.61,0.87,1.48,37,Matches
357,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,22.1,0.23,0.05,0,1.36,0.59,0,0.23,2.22,0.59,0,0,0,4.07,1.99,1.13,63.8,Matches
358,Jaime Mata,es ESP,"FW,MF",Las Palmas,35,1988,7.3,1.23,0,0,2.74,1.92,1.64,1.23,0.41,0.27,0,0,0,2.47,3.56,4.11,46.4,Matches
359,Borja Mayoral,es ESP,FW,Getafe,27,1997,12.4,0,0,0,0.73,1.21,0.97,0.73,0.16,0.32,0,0,0,2.9,1.37,3.31,29.3,Matches
360,Kylian Mbappé,fr FRA,FW,Real Madrid,25,1998,32.3,0.09,0.03,0,0.77,1.24,1.36,1.08,0.03,0.15,0.09,0,0,1.11,0.12,0.19,40,Matches
361,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,20.4,0.15,0,0,1.57,0.93,0.44,0.1,0.29,0.34,0,0,0,1.96,4.26,4.56,48.3,Matches
362,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,27.4,0.18,0.04,0,0.47,0.29,0.04,0.07,0.33,0.47,0,0.04,0.04,2.52,3.1,1.61,65.9,Matches
363,Mateo Mejía,es ESP,FW,Sevilla,21,2003,0.1,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,100,Matches
364,Arthur Melo,br BRA,MF,Girona,27,1996,10.5,0.19,0,0,1.52,2.57,0,0.67,0.76,1.05,0,0,0,4.67,0,0.29,0,Matches
365,Brais Méndez,es ESP,MF,Real Sociedad,27,1997,17,0.24,0,0,2.41,2.65,0.53,3.06,0.41,0.76,0,0,0,4.47,1.06,1.59,40,Matches
366,Ferland Mendy,fr FRA,DF,Real Madrid,29,1995,11.2,0.09,0.09,0,0.45,0.63,0,0.09,0.8,1.25,0,0,0,3.21,0.36,0.18,66.7,Matches
367,Nobel Mendy,fr FRA,DF,Betis,19,2004,1.2,0.83,0,0,0.83,0.83,0,0,3.33,0,0,0,0,5.83,0.83,0,100,Matches
368,Víctor Meseguer,es ESP,MF,Valladolid,25,1999,4.6,0.22,0,0,1.74,1.09,0,0.65,0.43,1.3,0,0,0,5.43,2.17,1.74,55.6,Matches
369,Miguel,es ESP,FW,Leganés,24,1999,19.2,0.16,0,0,1.2,1.56,0.63,0.47,0.21,0.36,0,0,0,1.41,1.51,5,23.2,Matches
370,Éder Militão,br BRA,DF,Real Madrid,26,1998,10.4,0.19,0,0,1.73,0.77,0,0.19,1.15,1.63,0,0,0,4.23,2.02,1.15,63.6,Matches
371,Luis Milla,es ESP,MF,Getafe,29,1994,31.9,0.19,0,0,1.19,1.5,0,6.3,0.75,1.25,0,0.03,0,5.27,0.97,1.1,47,Matches
372,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,5.1,0.59,0,0,0.98,2.35,0.39,2.75,0.59,0.39,0,0,0,4.9,2.16,1.57,57.9,Matches
373,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,25,1999,30.3,0.2,0.03,0,0.79,1.02,0.07,4.59,0.73,0.79,0.03,0,0,4.55,0.36,0.36,50,Matches
374,Kim Minsu,kr KOR,"MF,FW",Girona,18,2006,0.2,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,Matches
375,Bojan Miovski,mk MKD,FW,Girona,25,1999,9.7,0,0,0,1.34,1.13,0.82,0.31,0.21,0.52,0.1,0,0,1.34,1.34,2.27,37.1,Matches
376,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,8.4,0.48,0,0,1.55,0.83,0.6,0.83,0.6,0.71,0,0,0,2.14,1.43,2.5,36.4,Matches
377,Luka Modrić,hr CRO,MF,Real Madrid,38,1985,20.3,0.34,0,0,1.13,0.94,0.1,5.52,1.33,0.99,0,0,0,5.17,0.3,0.64,31.6,Matches
378,Johan Mojica,co COL,DF,Mallorca,31,1992,30.6,0.16,0,0,0.59,0.78,0,4.67,0.85,0.75,0.03,0.07,0,5.92,0.29,0.59,33.3,Matches
379,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,20,2003,30.2,0.17,0,0,1.03,1.32,0.07,1.06,0.6,0.4,0,0,0,4.37,0.17,0.73,18.5,Matches
380,Nahuel Molina,ar ARG,DF,Atlético Madrid,26,1998,17.7,0.06,0,0,0.73,0.45,0.23,3.11,0.73,1.07,0,0,0,3.73,0.56,0.68,45.5,Matches
381,Jon Moncayola,es ESP,MF,Osasuna,26,1998,23.3,0.34,0,0,1.46,0.39,0,4.59,0.47,1.76,0,0,0,3.91,0.64,0.69,48.4,Matches
382,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,27,1997,1.3,0.77,0,0,2.31,0.77,0,2.31,1.54,1.54,0,0,0,3.08,0.77,0,100,Matches
383,Gerard Moreno,es ESP,FW,Villarreal,32,1992,8,0,0,0,1.25,1.38,0.13,1.25,0.25,0.5,0.13,0,0,3.13,2.13,0.5,81,Matches
384,Xavier Moreno,es ESP,FW,Valladolid,19,2004,0.5,0,0,0,0,2,0,4,0,0,0,0,0,2,2,0,100,Matches
385,Mateu Morey,es ESP,DF,Mallorca,24,2000,8.2,0.12,0,0,2.07,1.22,0.12,1.95,1.83,2.2,0,0,0,5,0.98,0.73,57.1,Matches
386,Ilaix Moriba,gn GUI,MF,Celta Vigo,21,2003,23.7,0.38,0.04,0.04,1.35,2.45,0.08,0.25,0.59,1.77,0.04,0,0,4.56,1.01,1.05,49,Matches
387,Manu Morlanes,es ESP,MF,Mallorca,25,1999,14.9,0.47,0,0,1.01,0.87,0,0.54,1.61,1.81,0,0,0,5.3,0.67,1.07,38.5,Matches
388,Raúl Moro,es ESP,"MF,FW",Valladolid,21,2002,26,0.08,0,0,0.15,0.62,0.46,5.73,0.38,0.5,0,0,0,3.27,0.31,0.62,33.3,Matches
389,Cristhian Mosquera,es ESP,DF,Valencia,20,2004,36.9,0.16,0,0,0.38,0.7,0,0.05,0.95,0.98,0,0.08,0,5.15,1.11,1.38,44.6,Matches
390,Santiago Mouriño,uy URU,DF,Alavés,22,2002,20.5,0.34,0,0,1.56,1.12,0.05,0.2,1.41,1.37,0.05,0,0,4.15,1.85,1.37,57.6,Matches
391,Abdul Mumin,gh GHA,DF,Rayo Vallecano,26,1998,22.4,0.27,0.04,0,0.98,0.54,0,0.27,1.03,1.12,0,0,0,4.15,1.38,1.12,55.4,Matches
392,Aihen Muñoz,es ESP,DF,Real Sociedad,26,1997,12.2,0.41,0,0,1.23,0.98,0,2.87,1.15,0.98,0,0.08,0,3.52,1.89,1.39,57.5,Matches
393,Álex Muñoz,es ESP,DF,Las Palmas,30,1994,15.7,0.19,0,0,1.91,0.89,0.13,1.72,1.02,1.85,0,0.06,0,2.23,1.53,1.34,53.3,Matches
394,Iker Muñoz,es ESP,MF,Osasuna,21,2002,6.8,0.29,0,0,1.76,2.06,0,1.03,0.59,0.29,0,0,0,4.12,1.47,1.76,45.5,Matches
395,Javier Muñoz,es ESP,"MF,DF",Las Palmas,29,1995,28.8,0.17,0,0,1.04,0.9,0.07,1.77,1.08,1.22,0,0,0,3.89,0.52,0.9,36.6,Matches
396,Víctor Muñoz,es ESP,"FW,DF",Real Madrid,21,2003,0.4,0,0,0,5,0,0,5,0,0,0,0,0,2.5,0,0,,Matches
397,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,22.9,0.04,0.09,0,1.27,1.79,0.83,0.44,0.31,0.22,0.04,0.04,0.04,2.14,5.9,4.28,57.9,Matches
398,Juan Musso,ar ARG,GK,Atlético Madrid,30,1994,2,0,0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,,Matches
399,Matija Nastasić,rs SRB,DF,Leganés,31,1993,23.4,0.13,0,0,0.64,0.34,0.09,0,0.9,0.47,0.04,0.09,0,2.14,1.67,0.73,69.6,Matches
400,Natan,br BRA,DF,Betis,23,2001,24.2,0.21,0.04,0,0.79,0.54,0,0.08,1.16,0.99,0,0,0,3.1,2.69,1.24,68.4,Matches
401,Pau Navarro,es ESP,DF,Villarreal,19,2005,10.2,0.1,0,0,0.98,0.78,0,0.2,0.39,1.67,0,0,0,4.51,0.88,1.37,39.1,Matches
402,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,14.2,0.21,0,0,0.99,1.48,0.14,2.04,1.34,1.55,0,0,0,6.62,0.35,0.63,35.7,Matches
403,Jesús Navas,es ESP,"FW,MF",Sevilla,38,1985,4.7,0,0,0,0.21,0.85,0.64,7.02,0.85,0.43,0,0,0,2.13,1.06,1.06,50,Matches
404,Yvan Neyou,cm CMR,MF,Leganés,27,1997,25.7,0.54,0,0,1.28,1.95,0,0.58,1.01,1.28,0,0,0,4.71,0.86,0.74,53.7,Matches
405,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,5.8,0.52,0.17,0.17,1.72,0.86,0,0,1.38,0.86,0,0,0.17,1.55,2.93,0.34,89.5,Matches
406,Saúl Ñíguez,es ESP,MF,Sevilla,29,1994,17.3,0.46,0.06,0,2.54,0.64,0.06,1.1,1.27,1.85,0,0.06,0,4.97,2.31,1.91,54.8,Matches
407,Tamás Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,9.5,0.21,0,0,1.89,0.95,0,0.11,1.16,0.84,0,0,0,3.58,1.58,0.95,62.5,Matches
408,Adrian Niño,es ESP,FW,Atlético Madrid,20,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,Matches
409,Hugo Novoa,es ESP,"DF,MF",Alavés,21,2003,2.6,0,0,0,0.38,0.38,0.77,2.69,0,1.92,0,0,0,3.46,0.38,3.08,11.1,Matches
410,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,12.5,0.48,0,0,3.12,1.2,1.28,0.32,0.32,0.4,0,0,0,2.08,3.28,4.08,44.6,Matches
411,Unai Núñez,es ESP,DF,Athletic Club,27,1997,7.2,0.56,0,0,1.39,0.69,0.14,0,2.36,0.69,0,0,0,3.89,1.81,1.67,52,Matches
412,Ørjan Nyland,no NOR,GK,Sevilla,33,1990,29.7,0.07,0,0,0.03,0.07,0,0,0,0.07,0,0,0,0.94,0.24,0,100,Matches
413,Allan Nyom,cm CMR,"DF,MF",Getafe,36,1988,9.9,0.4,0,0,1.82,0.91,0,1.52,0.4,1.11,0,0.1,0,3.23,0.81,1.62,33.3,Matches
414,Jan Oblak,si SVN,GK,Atlético Madrid,31,1993,36,0,0,0,0,0.06,0,0,0,0,0,0,0,0.81,0.08,0,100,Matches
415,Lucas Ocampos,ar ARG,FW,Sevilla,30,1994,1.9,0,0,0,1.58,1.05,0,2.11,0,1.05,0,0,0,3.16,1.58,2.11,42.9,Matches
416,Álvaro Odriozola,es ESP,DF,Real Sociedad,28,1995,0.5,2,0,0,4,2,0,2,0,2,0,0,0,4,2,0,100,Matches
417,Thiago Ojeda,ar ARG,MF,Villarreal,21,2003,0.1,10,0,0,10,0,0,10,0,0,0,0,0,0,0,0,,Matches
418,Aingeru Olabarrieta,es ESP,FW,Athletic Club,18,2005,0.6,0,0,0,1.67,0,0,6.67,1.67,0,0,0,0,6.67,1.67,0,100,Matches
419,Olasagasti,es ESP,MF,Real Sociedad,23,2000,9.5,0.21,0,0,1.58,0.74,0,1.05,1.58,1.05,0,0,0,4.42,1.26,2.32,35.3,Matches
420,Brian Oliván,es ESP,DF,Espanyol,30,1994,11.3,0.18,0,0,1.15,0.53,0.27,4.87,0.88,0.88,0,0,0,2.48,0.27,0.88,23.1,Matches
421,Lucas Oliveira Rosa,br BRA,DF,Valladolid,24,2000,21,0.29,0,0,1.67,0.9,0.05,1.71,1.33,1.57,0,0,0,4.14,0.86,0.48,64.3,Matches
422,Dani Olmo,es ESP,"MF,FW",Barcelona,26,1998,13.5,0.07,0,0,1.56,2,0.07,1.56,0.22,0.81,0.22,0,0,3.41,0.67,0.67,50,Matches
423,Aimar Oroz,es ESP,MF,Osasuna,22,2001,33,0.24,0,0,0.85,1.94,0.15,0.88,0.61,0.58,0,0,0,4.97,0.55,0.67,45,Matches
424,Ángel Ortíz,es ESP,DF,Betis,20,2004,3.9,0,0,0,1.54,1.54,0,4.87,1.28,2.05,0,0,0,4.1,1.28,1.79,41.7,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,2.9,0,0,0,0.34,1.72,0.69,2.07,0,0.34,0,0,0,3.79,0,1.03,0,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,5.4,0,0,0,0.19,0.37,0,0,0,0.19,0,0.19,0,0.56,0,0,,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,25,0.16,0.04,0,0.56,0.88,0.72,0.4,0.16,0.64,0.04,0,0,1.92,1.28,2.92,30.5,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,8.4,0.12,0,0,0.6,0.12,0,0,2.14,0.6,0,0.12,0,3.57,1.31,1.79,42.3,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,9.5,0.32,0,0,1.89,0.53,0,0,0.95,0.95,0,0,0,3.68,2,1.79,52.8,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,3.6,0,0,0,0,0.28,0,0,0,0,0,0,0.28,1.11,0.28,0,100,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,24,0.21,0,0,1.63,2.21,0.13,4.63,0.33,0.71,0,0,0,4.25,0.75,1.67,31,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,20.1,0.2,0.05,0.05,1.14,0.3,0,0.05,1.09,0.65,0,0.05,0,3.08,1.49,1.44,50.8,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,25.3,0.32,0,0,0.79,1.46,0.04,1.46,0.95,1.58,0,0,0,5.61,0.95,0.36,72.7,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,0.8,0,0,0,0,1.25,0,1.25,0,0,0,0,0,1.25,0,0,,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,4.5,0.22,0,0,2.44,1.11,0.22,0.67,0.44,0.67,0,0,0,2.67,2.44,3.78,39.3,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,5.1,0,0,0,0.78,0.39,0,5.1,1.18,0.39,0,0,0,3.53,0.98,0.39,71.4,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,32,0.09,0,0,0.31,1.59,0.06,1.81,0.81,1.06,0,0,0,7.94,0.22,0.19,53.8,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,25.5,0.27,0,0,1.49,0.75,0.12,3.8,0.94,1.25,0,0,0,3.92,0.43,1.1,28.2,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,0.2,0,0,0,5,0,0,5,0,5,0,0,0,10,0,0,,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,2.3,0.43,0,0,0.87,1.3,0,0.87,0.87,0,0,0,0,1.74,0.43,0.43,50,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,15.5,0.06,0,0,0,0,0,0,0,0,0,0,0,4.19,0.06,0,100,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,8.6,0.12,0,0,1.4,0.81,0,6.05,0.7,0.58,0.12,0,0,3.84,0.81,1.74,31.8,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,16.7,0.18,0,0,1.2,1.5,0.48,2.63,0.3,0.54,0.06,0,0,3.17,0.96,1.08,47.1,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,12.6,0.08,0,0,1.75,2.06,0.16,0.79,0.63,0.4,0,0.08,0,3.25,0.63,2.06,23.5,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,21.9,0.18,0,0,1,1.78,0.27,0.68,0.37,0.64,0,0,0,2.56,0.59,1.46,28.9,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,15.9,0.13,0,0,2.77,0.69,0.06,2.64,0.38,1.45,0,0,0,3.14,0.82,1.7,32.5,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,6.3,0.16,0,0,0.95,1.9,0,4.29,0.48,1.9,0,0,0,4.29,0.79,1.11,41.7,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,13.2,0.45,0,0,2.42,1.59,0.08,2.5,0.53,1.97,0,0,0,4.55,0.91,1.14,44.4,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,28.4,0.07,0,0,0.46,0.88,0.11,3.7,1.02,1.06,0,0.04,0,2.71,0.53,1.2,30.6,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,22.2,0.36,0.05,0,1.17,1.98,0.23,3.2,0.99,0.99,0,0.05,0,4.28,0.41,0.77,34.6,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,0.1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Matches
453,Pica,es ESP,DF,Alavés,22,2002,5.5,0.18,0,0,1.09,0.55,0,0.36,1.64,1.27,0,0,0,2.36,3.27,2,62.1,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,21.5,0.51,0,0,2.28,1.4,0.7,2.19,0.37,1.49,0.05,0,0,4.33,0.56,0.74,42.9,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,8.7,0.46,0,0,1.61,1.15,0.8,2.99,0,0.8,0,0,0,2.76,1.15,1.38,45.5,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,19.1,0.37,0,0,2.09,0.79,0,0.47,1.47,1.88,0,0,0,4.76,1.52,1.15,56.9,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,5.1,0.78,0,0,1.18,3.73,0.39,0,0.2,0.2,0.2,0,0,2.55,3.73,6.27,37.3,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,33,0.24,0,0,0.67,0.82,0.18,0.82,0.15,0.52,0.03,0,0,3.18,0.27,0.91,23.1,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,20.9,0.29,0,0,1.91,2.68,0.43,4.31,0.67,1.1,0.05,0,0,4.31,0.24,0.72,25,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,35.6,0.2,0.03,0,1.4,0.25,0.06,0.08,0.81,0.51,0,0,0,2.92,3.71,2.36,61.1,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,5.3,0.38,0.19,0,0.94,1.51,0,7.36,0.19,0.94,0,0,0,6.04,0.75,2.08,26.7,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,22.6,0.27,0,0,1.15,1.9,0.22,5.4,0.71,0.66,0.04,0.04,0,4.12,0.53,0.71,42.9,Matches
