Rk,Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,70,59,11,4,0,0,0,0,0,0,0,0,53,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,830,798,26,0,7,7,115,21,0,0,0,0,525,6,35,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,705,640,60,8,0,3,107,12,40,12,20,0,497,5,36,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,545,525,19,15,0,2,0,1,0,0,0,0,494,1,1,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,1553,1497,48,5,33,4,108,23,20,5,0,0,1161,8,57,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,186,176,9,0,0,0,7,0,0,0,0,0,101,1,4,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,33,32,1,0,2,1,1,0,1,1,0,0,28,0,0,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,554,484,67,17,4,5,104,16,28,10,5,0,358,3,19,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,1483,1431,44,41,3,12,1,1,0,0,0,0,1281,8,5,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,1772,1708,57,55,2,11,12,1,1,0,0,0,1482,7,24,Matches
