Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,38.6,43,89.6,659.5,138.9,19.3,21,92.3,13.8,14.8,93.5,4.1,5.52,74.1,0,0.02,0.04,-0.02,0.29,3.81,0.19,0.1,4,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,14,21.4,65.4,184.1,45.9,8.99,11.9,75.6,3.66,5.69,64.3,0.43,1.16,37.5,0.22,0.11,0.11,0.11,1.05,1.34,0.58,0.14,1.78,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,43.3,60,72.2,643.3,126.7,23.3,26.7,87.5,10,10,100,6.67,13.3,50,0,0,0.33,0,3.33,3.33,3.33,3.33,3.33,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,33.7,40.7,82.9,531.5,187.3,17.3,19.3,89.8,13.8,15.9,86.7,2.01,3.48,57.7,0,0.04,0.05,-0.04,0.64,3.63,0.29,0.05,4.22,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,21.3,29.4,72.3,296.3,31.3,12.5,15,83.3,8.13,8.75,92.9,0.63,4.38,14.3,0,0,0,0,0.63,1.88,0,0,1.25,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,38.9,45.3,85.9,730.2,276.6,14.4,15.6,91.9,19.8,21.1,94,4.17,7.26,57.4,0,0,0.02,0,0.13,2.74,0.13,0,2.96,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,40,44.7,89.6,729.3,261.3,12.7,12.7,100,24.7,27.3,90.2,2,4,50,0.67,0.07,0.13,0.6,1.33,3.33,0.67,0,3.33,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,59.6,66.4,89.9,1037.8,303.5,28.9,30.8,93.8,23.4,25,93.8,5.88,7.77,75.6,0.12,0.09,0.09,0.03,1.16,6.88,0.92,0.06,6.71,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,59.1,66.4,89,1058.2,280,28.2,30,93.9,23.6,27.3,86.7,6.36,8.18,77.8,0,0.09,0.09,-0.09,0.91,6.36,0.91,0.91,4.55,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,22.1,32.9,67.2,361.9,92.8,12.5,15.1,83.2,6.8,9.87,68.9,2.13,5.2,41,0.13,0.11,0.12,0.03,1.73,1.47,1.2,0.67,1.87,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,50,63.8,78.4,944.6,320.5,21.5,23.9,90.1,20.3,24.3,83.5,6.96,12.7,54.7,0.1,0.11,0.13,-0.01,1.65,8.4,0.31,0.15,7.32,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,33.8,43.8,77.2,463.9,129.7,21.2,23.2,91.1,11.3,14.7,76.7,0.78,2.65,29.6,0,0.06,0.06,-0.06,0.29,1.76,0.29,0.2,2.06,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,58.2,66.8,87.1,885.1,215.1,31.4,33.9,92.8,22.5,25.6,87.9,2.8,4.4,63.6,0.21,0.19,0.16,0.01,1.36,2.67,1.19,0.08,4.07,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,9.76,15,65.2,128.6,14.6,6.32,8.48,74.5,2.24,3.68,60.9,0.64,0.96,66.7,0,0.05,0.01,-0.05,0.24,0.72,0,0,0.64,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,39,49,79.6,687.2,198.2,16.9,19.1,88.6,17.5,21.3,82.1,4,6.73,59.5,0,0.09,0.06,-0.09,1.09,4.64,0.45,0,5.82,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,20.9,33.1,63.2,349.7,118.1,11.3,14.4,78.2,6.98,10.3,67.8,2.24,5.38,41.6,0.15,0.16,0.17,-0.01,1.83,1.05,1.1,0.84,1.98,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,28,34.6,81,404.6,63.1,15.4,17.1,90,10.6,13.4,78.7,1.14,1.43,80,0.29,0.26,0.11,0.03,2.29,1.43,1.14,0,3.14,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,26.4,35,75.5,437.9,217.1,15,16.4,91.3,5.71,7.86,72.7,5,7.86,63.6,0,0,0,0,0,0.71,0,0,0.71,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,19,29.8,63.9,511.8,336.3,3.75,3.75,100,9.25,9.25,100,6,16.8,35.8,0,0,0,0,0,0.5,0,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,40.9,46.4,88.2,710.9,100,20,22.7,88,14.5,15.5,94.1,5.45,6.36,85.7,0,0,0,0,0,4.55,0,0,1.82,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,11.9,18.6,63.8,174.3,41.4,7.84,10.5,74.4,3.24,6.22,52.2,0.81,1.08,75,0.27,0.27,0.08,0,0.27,0.81,1.08,0,1.89,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,23.8,29.3,81.2,426,277.8,7.5,7.5,100,11,11,100,2.5,8,31.3,0,0,0,0,0,0,0,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,34.4,42.5,81,560.3,195.3,16.6,18.2,91.5,15,18.7,80.5,2.05,3.64,56.3,0.09,0.06,0.06,0.03,0.55,1.82,0.59,0.36,2,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,52.6,60.4,87.1,1090.6,408.6,13.7,15.2,89.8,32.4,34.4,94.3,6.31,9.86,64,0,0.01,0.02,-0.01,0.34,5.72,0.34,0.1,6.38,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,26.5,35,75.7,792.5,589.5,2,2,100,16,17,94.1,8.5,16,53.1,0,0,0,0,0,0.5,0,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,17.8,28.1,63.3,268.5,77.8,10.1,13.4,75.2,6.54,9.69,67.5,0.78,2.58,30.3,0.27,0.26,0.17,0.01,1.46,1.29,1.73,0.51,2.58,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,22.4,31.8,70.5,351.2,81.1,12.7,15.2,83.7,7.21,9.64,74.8,1.76,3.96,44.3,0.23,0.16,0.19,0.07,1.8,1.04,1.31,0.36,3.11,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,52,57.4,90.6,945.3,352.7,19.1,20.8,91.4,29.2,31.6,92.3,3.47,4.21,82.5,0.11,0.05,0.07,0.05,0.21,1.79,0,0,2.21,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,36.6,49,74.8,511.3,143.8,22.9,26.6,86.2,10.3,14.1,73,1.77,3.94,44.8,0.41,0.44,0.37,-0.03,2.02,2.46,3,0.5,5.05,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,8.42,15.5,54.3,108.7,23.9,4.67,8.25,56.6,2.5,4.17,60,0.33,0.75,44.4,0,0.1,0.05,-0.1,0.75,0.75,0.75,0.25,1.17,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,35,41.3,84.8,563.8,132.5,21.3,25,85,7.5,8.75,85.7,5,6.25,80,0,0.13,0.13,-0.13,1.25,3.75,1.25,0,3.75,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,17.5,27.2,64.6,319.9,90,7.84,9.95,78.8,6.72,10,66.8,2.5,5.05,49.5,0.29,0.16,0.25,0.14,1.76,1.13,1.67,0.98,2.45,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,50.8,58.8,86.4,990.4,303.8,15.7,17.3,90.8,30.9,32.8,94.2,3.97,7.62,52.1,0,0.02,0.02,-0.02,0.16,3.69,0.24,0,4.01,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,45,53.9,83.6,770.2,223.8,20.8,23.7,87.7,19.9,22.5,88.4,3.47,5.38,64.4,0.03,0.03,0.04,0,0.58,5.23,0.7,0.03,5.93,Matches
