Rk,Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,#ERROR!,#ERROR!,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1,Max Aarons,eng ENG,"DF,MF",Valencia,24,2000,4,120,30,3.5,1.3,0.77,73,0,2.31,16,10.8,0.75,0.77,2.31,-1.54,-1.5,-1.28,1.15,2.85,-1.77,-1.69,-1.52,Matches
2,Álvaro Abajas,es ESP,GK,Leganés,21,2003,0,,,,,0,,0,0,,33,,,,,,,,,,,,Matches
3,Rodrigo Abajas,es ESP,DF,Valencia,21,2003,1,65,65,1.9,0.7,1.43,65,0,0,,11.4,0,1.43,2.86,-1.43,-1.38,-1.14,2,1,1,0.93,1.18,Matches
4,Jones El-Abdellaoui,no NOR,FW,Celta Vigo,18,2006,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
5,Abel,es ESP,DF,Osasuna,23,2000,35,"2,074",59,60.6,23,0.87,86,0.57,0.65,24,0.13,1.46,1.3,1.52,-0.22,-0.22,-0.28,1.12,1.5,-0.38,-0.38,-0.32,Matches
6,Nabil Aberdin,fr FRA,MF,Getafe,21,2002,7,263,38,7.7,2.9,1.38,63,0.34,1.03,4,2.41,1.14,0.34,0.69,-0.34,-0.34,-0.23,0.62,0.55,0.07,0.07,0.34,Matches
7,Abdel Abqar,ma MAR,DF,Alavés,25,1999,29,"2,463",85,72,27.4,1.06,85,0.88,0,,0,1.03,1.09,1.5,-0.4,-0.4,-0.5,1.17,1.22,-0.05,-0.05,0.21,Matches
8,Vicent Abril Sanz,es ESP,GK,Valencia,19,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
9,Álvaro Aceves,es ESP,GK,Valladolid,21,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
10,Akor Adams,ng NGA,FW,Sevilla,24,2000,4,134,34,3.9,1.5,0.67,90,0.67,2,15,0,0.25,0.67,2,-1.33,-1.34,-1.04,0.67,1.33,-0.67,-0.71,-0.61,Matches
11,Adrián,es ESP,GK,Betis,37,1987,19,"1,710",90,50,19,1,90,1,0,,0.89,1.95,2.05,1.42,0.63,0.63,0.89,1.36,1.35,0.01,0.01,-0.19,Matches
12,Julen Agirrezabala,es ESP,GK,Athletic Club,23,2000,14,"1,206",86,35.3,13.4,1.04,86,0.9,0,,1.64,2.21,1.64,0.67,0.97,0.97,0.48,1.42,0.82,0.6,0.6,0.3,Matches
13,Lucien Agoume,fr FRA,MF,Sevilla,22,2002,35,"2,114",60,61.8,23.5,1.02,84,0.6,0.47,10,0.04,1.09,1.11,1.66,-0.55,-0.55,-0.55,1.09,1.34,-0.25,-0.24,-0.32,Matches
14,Álvaro Aguado,es ESP,MF,Espanyol,28,1996,16,443,28,13,4.9,0.82,71,0,2.45,13,4.08,0.94,1.22,1.43,-0.2,-0.2,0.1,1.22,1.69,-0.49,-0.48,0.03,Matches
15,Diego Aguado,es ESP,DF,Real Madrid,17,2007,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
16,Lorenzo Aguado,es ESP,DF,Real Madrid,21,2002,2,5,3,0.1,0.1,0,,0,20,3,60,3,0,0,0,0,-1.05,2,0,2,3.53,2.67,Matches
17,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,1996,21,"1,760",84,51.5,19.6,1.07,84,0.87,0,,0.15,1.48,0.92,0.77,0.15,0.15,0.91,1.32,0.96,0.36,0.36,0.82,Matches
18,Lalo Aguilar,es ESP,DF,Leganés,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
19,Joseph Aidoo,gh GHA,DF,Valladolid,28,1995,8,583,73,17,6.5,0.92,78,0.62,0.31,57,0.15,0,0.92,3.85,-2.92,-2.93,-1.51,0.83,2.35,-1.52,-1.53,-0.8,Matches
20,Joseph Aidoo,gh GHA,DF,Celta Vigo,28,1995,1,2,2,0.1,0,0,,0,1,2,13,3,1,0,1,45,44.97,0.3,0,0.3,14.69,14.42,Matches
21,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,20,2004,11,584,53,17.1,6.5,1.08,69,0,0.62,25,0.15,1.91,1.23,1.08,0.15,0.15,-0.45,1.34,0.94,0.4,0.4,-0.17,Matches
22,David Alaba,at AUT,DF,Real Madrid,32,1992,7,317,45,9.3,3.5,1.14,66,0.29,0.86,17,1.43,2.14,1.71,1.14,0.57,0.57,-0.53,2.03,1.2,0.83,0.82,-0.04,Matches
23,Ibrahim Alani,ng NGA,MF,Valladolid,18,2006,3,160,53,4.7,1.8,0.56,90,0.56,1.11,35,0,0,0,2.22,-2.22,-2.25,-0.59,1.06,1.61,-0.61,-0.6,0.29,Matches
24,Raúl Albiol,es ESP,DF,Villarreal,38,1985,15,"1,188",79,34.7,13.2,1.06,84,0.91,0.08,6,0.98,1.73,1.97,1.52,0.45,0.45,-0.11,1.69,1.05,0.64,0.64,0.16,Matches
25,Alcázar,es ESP,DF,Betis,22,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
26,Omar Alderete,py PAR,DF,Getafe,27,1996,34,"2,971",87,86.9,33,1.03,87,0.82,0,,0,1.21,0.97,1.06,-0.09,-0.09,0.31,1.02,1.23,-0.21,-0.21,0.26,Matches
27,Pedro Alemañ,es ESP,MF,Valencia,22,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
28,Carles Aleñá,es ESP,"MF,FW",Getafe,26,1998,10,452,45,13.2,5,1,67,0,1,23,1.4,0.8,0.4,0.8,-0.4,-0.4,-0.31,0.8,1.54,-0.74,-0.74,-0.57,Matches
29,Carles Aleñá,es ESP,"MF,FW",Alavés,26,1998,14,"1,090",78,31.9,12.1,1.07,82,0.41,0.08,18,0.08,1.29,0.91,0.99,-0.08,-0.08,0.27,1.36,1.22,0.12,0.13,0.35,Matches
30,Alfon,es ESP,"FW,MF",Celta Vigo,25,1999,26,"1,371",53,40.1,15.2,0.92,76,0.26,0.79,26,0.59,1.19,1.58,1.71,-0.13,-0.13,-0.31,1.5,1.17,0.33,0.33,0.07,Matches
31,Tadeo Allende,ar ARG,FW,Celta Vigo,25,1999,1,2,2,0.1,0,0,,0,1,2,7,1.5,0,1,-1,-45,-45.08,0,0,0,0,-0.29,Matches
32,Alex Almansa,es ESP,FW,Espanyol,20,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
33,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,24,2000,34,"1,977",58,57.8,22,1.09,73,0.18,0.45,21,0.09,1.32,1.23,1.32,-0.09,-0.09,0.41,1.16,1.36,-0.2,-0.2,0.06,Matches
34,Iker Almena,es ESP,"FW,DF",Girona,20,2004,2,48,24,1.4,0.5,0,,0,4,24,0,0.5,2,2,0,0,0.43,2.2,2,0.2,0.24,0.45,Matches
35,Marcos Alonso,es ESP,DF,Celta Vigo,33,1990,31,"2,647",85,77.4,29.4,0.99,88,0.85,0.07,51,0,1.48,1.39,1.33,0.07,0.07,0.07,1.45,0.97,0.48,0.48,0.85,Matches
36,Adrià Altimira,es ESP,"DF,FW",Leganés,23,2001,22,"1,630",74,47.7,18.1,1.05,79,0.61,0.17,43,0.77,1.18,0.94,1.44,-0.5,-0.5,-0.09,0.86,1.41,-0.55,-0.55,0.13,Matches
37,Sergi Altimira,es ESP,MF,Betis,22,2001,32,"1,972",62,57.7,21.9,1,77,0.41,0.46,27,0.27,1.63,1.46,1.51,-0.05,-0.05,-0.54,1.53,1.32,0.21,0.21,0.23,Matches
38,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,21,2003,26,"1,572",60,46,17.5,0.91,80,0.51,0.57,29,0.46,1.31,1.71,1.54,0.17,0.17,0.22,1.54,1.09,0.46,0.46,0.32,Matches
39,Iker Álvarez,AND,GK,Villarreal,23,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
40,Julián Álvarez,ar ARG,FW,Atlético Madrid,24,2000,37,"2,509",68,73.4,27.9,1.08,77,0.43,0.25,29,0,1.97,1.72,0.61,1.11,1.11,0.42,1.66,0.91,0.75,0.75,-0.29,Matches
41,Yeray Álvarez,es ESP,DF,Athletic Club,29,1995,21,"1,781",85,52.1,19.8,1.01,89,0.96,0.05,2,0.45,1.9,1.01,0.56,0.45,0.45,-0.42,1.27,0.8,0.46,0.46,0.13,Matches
42,Selim Amallah,ma MAR,MF,Valladolid,27,1996,24,"1,376",57,40.2,15.3,1.18,67,0.13,0.39,29,0.46,0.38,0.72,2.22,-1.5,-1.5,0.3,0.9,1.62,-0.73,-0.73,0.24,Matches
43,Amath,sn SEN,"FW,DF",Valladolid,28,1996,13,375,29,11,4.2,1.19,57,0,1.9,11,4.29,0.54,0.48,1.43,-0.95,-0.96,0.81,1.12,1.26,-0.14,-0.14,0.81,Matches
44,Marcos André,br BRA,FW,Valladolid,27,1996,22,"1,188",54,34.7,13.2,1.06,75,0.15,0.61,17,0.98,0.41,0.83,2.42,-1.59,-1.59,0.14,0.86,1.73,-0.86,-0.87,0,Matches
45,Aleksandar Andreev,bg BUL,GK,Girona,18,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
46,Leandro Antonetti,pr PUR,FW,Sevilla,21,2003,2,28,14,0.8,0.3,0,,0,6.67,14,20,2,0,0,0,0,0.34,1.33,1,0.33,0.35,0.47,Matches
47,Antoniu,es ESP,"FW,MF",Espanyol,21,2002,26,"1,022",39,29.9,11.4,1.14,61,0,1.14,17,0.79,1.08,1.23,0.88,0.35,0.35,0.92,1.11,1.07,0.04,0.04,0.79,Matches
48,Antony,br BRA,FW,Betis,24,2000,17,"1,362",80,39.8,15.1,0.99,85,0.66,0.13,40,0,1.88,2.25,1.32,0.93,0.93,1.23,1.61,1.25,0.36,0.36,0.42,Matches
49,Anuar,ma MAR,"MF,FW",Valladolid,29,1995,26,"1,720",66,50.3,19.1,1.1,76,0.42,0.26,25,0.1,0.42,0.63,2.04,-1.41,-1.41,0.55,0.82,1.72,-0.9,-0.89,-0.05,Matches
50,Aritz Arambarri,es ESP,DF,Leganés,26,1998,2,177,89,5.2,2,1,89,0.5,0,,0.5,2,1.5,1,0.5,0.51,1.01,1.25,1.3,-0.1,-0.08,0.56,Matches
51,Mauro Arambarri,uy URU,MF,Getafe,28,1995,35,"2,661",76,77.8,29.6,1.05,83,0.78,0.14,23,0,1.11,0.98,1.08,-0.1,-0.1,0.14,1.06,1.11,-0.05,-0.05,0.9,Matches
52,Jon Aramburu,ve VEN,DF,Real Sociedad,22,2002,35,"2,460",70,71.9,27.3,1.03,83,0.7,0.26,20,0.07,1.31,0.95,1.28,-0.33,-0.33,-0.14,1.17,1.11,0.05,0.06,0.34,Matches
53,Egoitz Arana,es ESP,GK,Real Sociedad,22,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
54,Ronald Araújo,uy URU,DF,Barcelona,25,1999,12,754,63,22,8.4,1.31,68,0.6,0.12,5,0.83,2.69,2.62,0.95,1.67,1.67,0.02,2.1,0.7,1.39,1.4,0.13,Matches
55,Matías Árbol,es ESP,GK,Sevilla,21,2002,0,,,,,0,,0,0,,10,,,,,,,,,,,,Matches
56,Adu Ares,es ESP,FW,Athletic Club,22,2001,1,19,19,0.6,0.2,0,,0,5,19,10,0,0,5,-5,-4.74,-5.42,0.5,1.5,-1,-0.73,-1.14,Matches
57,Jesús Areso,es ESP,DF,Osasuna,25,1999,36,"3,079",86,90,34.2,1.02,87,0.7,0.03,28,0.03,1.44,1.37,1.26,0.12,0.12,2.23,1.2,1.33,-0.13,-0.13,1.21,Matches
58,David Argüelles,es ESP,MF,Getafe,22,2002,1,7,7,0.2,0.1,0,,0,10,7,130,1,10,0,10,12.86,13.02,14,0,14,17.47,17.75,Matches
59,Iñigo Arguibide,es ESP,FW,Osasuna,19,2005,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
60,José Arnaiz,es ESP,"FW,MF",Osasuna,29,1995,15,133,9,3.9,1.5,0.67,45,0,9.33,6,12,0.6,1.33,2,-0.67,-0.68,-0.59,1.93,2.87,-0.93,-0.95,-0.73,Matches
61,Sergio Arribas,es ESP,DF,Betis,21,2003,1,90,90,2.6,1,1,90,1,0,,2,3,1,0,1,1,0.84,0.4,1,-0.6,-0.56,-0.68,Matches
62,Ricard Artero,es ESP,MF,Girona,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
63,Takuma Asano,jp JPN,"FW,MF",Mallorca,29,1994,21,"1,054",50,30.8,11.7,1.11,67,0,0.68,23,0.17,1.14,1.2,1.11,0.09,0.09,0.47,1.19,0.94,0.24,0.24,0.66,Matches
64,Raúl Asencio,es ESP,DF,Real Madrid,21,2003,23,"1,670",73,48.8,18.6,0.97,84,0.7,0.27,32,0.16,2.43,1.99,0.86,1.13,1.13,0.15,2.16,1.11,1.06,1.06,0.4,Matches
65,Iago Aspas,es ESP,"FW,MF",Celta Vigo,36,1987,30,"1,745",58,51,19.4,0.98,78,0.41,0.57,23,0.15,1.5,1.55,1.39,0.15,0.15,0.21,1.43,0.99,0.43,0.43,0.29,Matches
66,Yaser Asprilla,co COL,"FW,MF",Girona,20,2003,27,"1,405",52,41.1,15.6,0.96,76,0.38,0.77,22,0.19,1,1.15,1.79,-0.64,-0.64,-0.37,1.29,1.37,-0.07,-0.07,0.23,Matches
67,Ander Astralaga,es ESP,GK,Barcelona,20,2004,0,,,,,0,,0,0,,16,,,,,,,,,,,,Matches
68,Ezequiel Ávila,ar ARG,FW,Betis,30,1994,19,677,36,19.8,7.5,0.8,62,0.13,1.73,23,0.67,1.63,1.2,0.93,0.27,0.27,0.1,1.52,1.29,0.23,0.23,0.16,Matches
69,Adam Aznou,ma MAR,DF,Valladolid,18,2006,13,876,67,25.6,9.7,1.03,79,0.72,0.31,29,0.21,0.08,0.72,2.37,-1.65,-1.64,0.05,1.14,1.46,-0.32,-0.32,0.74,Matches
70,César Azpilicueta,es ESP,DF,Atlético Madrid,34,1989,14,875,63,25.6,9.7,1.03,75,0.52,0.41,32,1.65,1.8,1.86,0.82,1.03,1.03,0.04,1.68,0.84,0.86,0.85,0.04,Matches
71,Papa Ba,es ESP,MF,Girona,19,2004,1,48,48,1.4,0.5,0,,0,2,48,4,0,0,0,0,0,0.43,0.4,1,-0.6,-0.6,-0.4,Matches
72,Iker Bachiller,es ESP,DF,Leganés,21,2002,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
73,Loïc Bade,fr FRA,DF,Sevilla,24,2000,32,"2,686",84,78.5,29.8,1.04,86,0.97,0.03,21,0.03,1.06,1.04,1.34,-0.3,-0.3,0.19,1.09,1.26,-0.16,-0.17,-0.19,Matches
74,Alex Baena,es ESP,"MF,FW",Villarreal,23,2001,32,"2,595",81,75.9,28.8,1.04,84,0.56,0.07,33,0,1.91,2.05,1.25,0.8,0.8,1.12,1.82,1.01,0.81,0.81,1.13,Matches
75,Juma Bah,sl SLE,DF,Valladolid,18,2006,12,864,72,25.3,9.6,1.04,84,0.83,0.21,11,0.31,0.92,0.63,1.88,-1.25,-1.25,0.58,0.93,1.7,-0.77,-0.77,0.13,Matches
76,Eric Bailly,ci CIV,DF,Villarreal,30,1994,12,617,51,18,6.9,1.16,67,0.43,0.58,20,2.9,1.67,1.59,2.03,-0.43,-0.44,-1.18,1.64,1.36,0.28,0.28,-0.31,Matches
77,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,19,2004,14,969,69,28.3,10.8,1.11,75,0.28,0.19,35,0.09,0.64,0.65,1.57,-0.93,-0.93,-0.52,0.8,1.48,-0.69,-0.69,0.16,Matches
78,Cédric Bakambu,cd COD,FW,Betis,33,1991,25,710,28,20.8,7.9,0.76,57,0,2.41,19,0.89,1.46,1.9,1.01,0.89,0.89,0.89,1.68,1.52,0.16,0.17,0.08,Matches
79,Jon Balda,es ESP,DF,Real Sociedad,22,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
80,Alejandro Balde,es ESP,DF,Barcelona,20,2003,32,"2,284",71,66.8,25.4,1.02,81,0.51,0.24,30,0.12,2.25,2.6,0.87,1.73,1.73,0.23,2.42,1.04,1.39,1.39,0.25,Matches
81,Iván Balliu,al ALB,DF,Rayo Vallecano,32,1992,25,"1,200",48,35.1,13.3,0.9,83,0.68,0.98,16,0.98,1.72,0.9,0.9,0,0,0.16,1.06,1.54,-0.48,-0.48,-0.6,Matches
82,Jonathan Bamba,ci CIV,"FW,MF",Celta Vigo,28,1996,12,811,68,23.7,9,1.11,76,0.44,0.22,26,0.44,0.92,1.11,2.22,-1.11,-1.11,-1.52,1.46,1.24,0.21,0.21,-0.1,Matches
83,Adrian Baquerin,es ESP,FW,Valladolid,17,2007,5,49,10,1.4,0.5,0,,0,10,10,18,0,2,0,2,1.84,3.57,2.2,0.2,1.8,1.76,2.66,Matches
84,Valentín Barco,ar ARG,"DF,FW",Sevilla,20,2004,7,288,41,8.4,3.2,0.94,75,0.31,1.25,16,2.19,1.86,0.94,1.25,-0.31,-0.31,0.03,1.34,1.38,-0.03,-0.03,0.11,Matches
85,Borna Barišić,hr CRO,DF,Leganés,31,1992,1,9,9,0.3,0.1,10,9,0,0,,0,0,0,0,0,0,0.45,0,0,0,-0.08,0.54,Matches
86,Kike Barja,es ESP,"FW,MF",Osasuna,27,1997,15,315,21,9.2,3.5,0.86,56,0,3.43,12,3.14,1.47,1.71,0.86,0.86,0.86,1.06,1.71,0.83,0.89,0.89,1.26,Matches
87,Enzo Barrenechea,ar ARG,MF,Valencia,23,2001,30,"2,191",73,64.1,24.3,1.07,81,0.29,0.16,22,0.08,1.37,1.15,1.23,-0.08,-0.08,0.5,1.14,1.15,0,0,0.63,Matches
88,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,22,2001,30,"1,263",42,36.9,14,1,58,0,1.14,28,0.21,1.17,1.07,1.64,-0.57,-0.57,-0.44,1.25,1.14,0.11,0.11,0.24,Matches
89,Pablo Barrios,es ESP,MF,Atlético Madrid,21,2003,31,"2,330",75,68.1,25.9,1.08,80,0.73,0.12,34,0,2,1.97,0.93,1.04,1.04,0.13,1.76,0.84,0.93,0.93,0.33,Matches
90,Thierno Barry,fr FRA,FW,Villarreal,21,2002,35,"2,323",66,67.9,25.8,0.97,81,0.54,0.39,29,0,1.8,2.05,1.24,0.81,0.81,0.9,1.72,1.14,0.59,0.58,0.15,Matches
91,Marc Bartra,es ESP,DF,Betis,33,1991,25,"2,099",84,61.4,23.3,0.99,89,0.82,0.09,29,0.26,1.72,1.76,1.24,0.52,0.51,0.86,1.45,1.32,0.14,0.14,0.09,Matches
92,Aboubacar Bassinga,ci CIV,MF,Las Palmas,19,2005,1,4,4,0.1,0,0,,0,1,4,4,1,0,0,0,0,0.55,0,0.5,-0.5,-10.9,-10.11,Matches
93,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,1996,32,"2,880",90,84.2,32,1,90,1,0,,0.09,1.31,1.06,1.22,-0.16,-0.16,-0.32,1.27,1.3,-0.03,-0.03,0.41,Matches
94,Rafael Bauza,es ESP,MF,Espanyol,19,2005,5,183,37,5.4,2,1,62,0,1.5,20,6,0.8,1,4.5,-3.5,-3.44,-3.33,0.4,3.55,-3.2,-3.14,-2.78,Matches
95,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,29,1995,22,995,45,29.1,11.1,0.99,71,0.18,0.99,19,0.36,1,0.72,0.99,-0.27,-0.27,0.03,1.04,1.22,-0.18,-0.18,-0.2,Matches
96,Donny van de Beek,nl NED,MF,Girona,27,1997,26,"1,421",55,41.5,15.8,1.01,74,0.25,0.63,25,0.38,1.12,1.58,1.46,0.13,0.13,0.94,1.27,1.36,-0.09,-0.09,0.21,Matches
97,Luken Beitia,es ESP,DF,Real Sociedad,20,2004,1,8,8,0.2,0.1,0,,0,10,8,50,3,0,0,0,0,0.29,1,0,1,0.93,0.97,Matches
98,Ismael Bekhoucha,ma MAR,"MF,DF",Getafe,19,2004,5,69,14,2,0.8,0,,0,6.25,14,7.5,0.2,0,2.5,-2.5,-2.61,-2.53,1.75,1.13,0.63,0.63,0.9,Matches
99,Rayane Belaid,es ESP,DF,Atlético Madrid,19,2005,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
100,Hamza Bellari,es ESP,FW,Valencia,21,2003,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
101,Héctor Bellerín,es ESP,DF,Betis,29,1995,9,580,64,17,6.4,0.94,83,0.78,0.47,28,1.56,2.11,1.56,0.94,0.63,0.62,0.53,1.8,1.36,0.44,0.43,0.39,Matches
102,Jude Bellingham,eng ENG,MF,Real Madrid,21,2003,31,"2,488",80,72.7,27.6,1.05,84,0.69,0.07,28,0,2.19,2.21,1.2,1.01,1.01,-0.15,1.97,1.19,0.78,0.78,-0.29,Matches
103,Fran Beltrán,es ESP,MF,Celta Vigo,25,1999,34,"2,421",71,70.8,26.9,1.08,79,0.56,0.19,28,0.15,1.59,1.38,1.45,-0.07,-0.07,-0.43,1.36,1.07,0.29,0.29,0.02,Matches
104,Carlos Benavídez,uy URU,MF,Alavés,26,1998,18,487,27,14.2,5.4,1.11,59,0.19,2.22,11,2.22,1.32,1.3,2.04,-0.74,-0.74,-0.56,1.09,1.33,-0.24,-0.23,-0.14,Matches
105,Iker Benito,es ESP,"FW,MF",Osasuna,21,2002,2,37,19,1.1,0.4,0,,0,5,19,35,1.5,0,5,-5,-4.86,-4.81,0,2.5,-2.5,-2.45,-2.23,Matches
106,Jorge Benito,es ESP,GK,Getafe,18,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
107,Yuri Berchiche,es ESP,DF,Athletic Club,34,1990,30,"2,044",68,59.8,22.7,0.97,86,0.88,0.35,19,0.22,1.9,1.45,0.79,0.66,0.66,0.01,1.37,1.08,0.3,0.3,-0.25,Matches
108,Álex Berenguer,es ESP,"FW,MF",Athletic Club,29,1995,36,"2,339",65,68.4,26,1.08,76,0.23,0.31,26,0.04,1.78,1.38,0.69,0.69,0.69,0.11,1.42,1.02,0.39,0.39,-0.03,Matches
109,Marc Bernal,es ESP,MF,Barcelona,17,2007,3,242,81,7.1,2.7,1.11,81,0.37,0,,0,3,2.22,1.11,1.11,1.12,-0.58,2.22,0.85,1.37,1.39,0.1,Matches
110,Juan Bernat,es ESP,"DF,MF",Villarreal,31,1993,10,212,21,6.2,2.4,0.42,90,0.42,3.75,14,3.75,1.5,2.08,1.25,0.83,0.85,0.34,1.96,1.04,0.92,0.92,0.41,Matches
111,Juan Bernat,es ESP,"MF,DF",Getafe,31,1993,14,699,50,20.4,7.8,1.15,67,0.13,0.64,18,0.13,1.29,1.03,1.54,-0.51,-0.52,-0.48,1.18,1.63,-0.45,-0.45,-0.26,Matches
112,Juan Berrocal,es ESP,DF,Getafe,25,1999,19,"1,063",56,31.1,11.8,0.93,80,0.51,0.68,23,1.19,0.95,0.59,1.02,-0.42,-0.42,-0.42,0.89,1.26,-0.37,-0.37,-0.18,Matches
113,Stipe Biuk,hr CRO,MF,Valladolid,21,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
114,Antonio Blanco,es ESP,MF,Alavés,24,2000,35,"2,727",78,79.7,30.3,1.06,83,0.63,0.1,19,0.03,1.14,0.79,1.29,-0.5,-0.5,-1.14,1.1,1.23,-0.13,-0.13,-0.11,Matches
115,Daley Blind,nl NED,DF,Girona,34,1990,34,"2,780",82,81.3,30.9,1,87,0.94,0.1,29,0.03,1.03,1.23,1.49,-0.26,-0.26,0.87,1.16,1.16,-0.01,-0.01,1.08,Matches
116,Adama Boiro,es ESP,"DF,FW",Athletic Club,22,2002,18,"1,101",61,32.2,12.2,1.07,74,0.25,0.41,28,1.48,1.89,1.48,0.66,0.82,0.82,0.24,1.48,0.87,0.61,0.61,0.31,Matches
117,Enzo Boyomo,cm CMR,DF,Osasuna,22,2001,34,"2,987",88,87.3,33.2,0.99,89,0.96,0.03,45,0,1.38,1.36,1.33,0.03,0.03,1.07,1.21,1.37,-0.16,-0.16,0.77,Matches
118,Enzo Boyomo,cm CMR,DF,Valladolid,22,2001,3,270,90,7.9,3,1,90,1,0,,0,1.33,0.33,1,-0.67,-0.67,1.1,0.77,0.97,-0.2,-0.21,0.71,Matches
119,Darko Brašanac,rs SRB,MF,Leganés,32,1992,30,"1,617",54,47.3,18,0.83,80,0.28,0.83,28,0.28,1.17,1,1.61,-0.61,-0.61,-0.31,0.92,1.71,-0.79,-0.79,-0.33,Matches
120,Tajon Buchanan,ca CAN,MF,Villarreal,25,1999,13,416,32,12.2,4.6,0.87,65,0,1.96,17,0.22,2,1.96,1.74,0.22,0.22,-0.35,1.78,1.72,0.07,0.06,-0.54,Matches
121,Ante Budimir,hr CRO,FW,Osasuna,33,1991,38,"2,952",78,86.3,32.8,1.04,84,0.46,0.12,24,0,1.37,1.34,1.28,0.06,0.06,1.21,1.19,1.27,-0.08,-0.08,1.27,Matches
122,Manu Bueno,es ESP,"MF,FW",Sevilla,20,2004,9,140,16,4.1,1.6,0.63,69,0,5,9,5.63,1,1.88,1.88,0,0,0.36,1.19,2.06,-0.87,-0.9,-0.81,Matches
123,Endika Buján,es ESP,FW,Athletic Club,21,2003,1,7,7,0.2,0.1,0,,0,10,7,20,3,0,0,0,0,-0.66,0,0,0,0,-0.4,Matches
124,Pablo Busto,es ESP,DF,Betis,18,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
125,Pau Cabanes,es ESP,"MF,FW",Villarreal,19,2005,10,163,16,4.8,1.8,0,,0,5.56,16,2.78,1.3,2.78,0.56,2.22,2.21,1.77,3.22,0.61,2.61,2.58,2.15,Matches
126,Pau Cabanes,es ESP,"MF,FW",Alavés,19,2005,6,188,31,5.5,2.1,0.95,52,0,1.9,21,5.24,0.5,0.48,0.95,-0.48,-0.48,-0.23,1.38,1.48,-0.1,-0.1,0.01,Matches
127,Leandro Cabrera,uy URU,DF,Espanyol,33,1991,33,"2,869",87,83.9,31.9,1,88,0.94,0.03,45,0,1.06,1.13,1.29,-0.16,-0.16,0.82,0.93,1.36,-0.44,-0.44,0.46,Matches
128,Fernando Calero,es ESP,"DF,MF",Espanyol,28,1995,21,715,34,20.9,7.9,0.76,82,0.38,1.9,15,1.27,1.57,1.01,1.52,-0.51,-0.5,-0.27,1.1,1.56,-0.46,-0.45,0.07,Matches
129,Dawda Camara,mr MTN,FW,Girona,21,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
130,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,21,2002,19,"1,102",58,32.2,12.2,0.9,84,0.66,0.66,22,0.08,2.21,1.97,0.82,1.15,1.14,0.13,1.72,1.03,0.68,0.68,-0.25,Matches
131,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,23,"1,134",49,33.2,12.6,1.11,64,0,0.71,27,0.16,1.52,1.11,1.19,-0.08,-0.08,0.04,1.19,1.18,0.01,0.01,0.15,Matches
132,José Campaña,es ESP,MF,Las Palmas,31,1993,25,"1,189",48,34.8,13.2,1.14,67,0,0.76,19,0.38,1,0.91,1.36,-0.45,-0.45,0.15,0.92,1.4,-0.48,-0.48,0.5,Matches
133,Peio Canales,es ESP,"MF,FW",Athletic Club,19,2005,8,259,32,7.6,2.9,0.69,60,0,2.07,23,4.48,2,0.69,0.34,0.34,0.35,-0.34,1.24,0.79,0.45,0.44,0.04,Matches
134,Antonio Candela,it ITA,DF,Valladolid,24,2000,12,906,76,26.5,10.1,1.19,76,0.5,0,,0.4,0.08,0.59,2.97,-2.38,-2.38,-0.95,0.86,2,-1.14,-1.14,-0.37,Matches
